id,duplicate_of_id,parent_event_id,relevance,updated,title,labels,category,description,start,end,predicted_end,timezone,duration,country,lat,lon,geo,placekey,impact_patterns,venue_id,venue_name,venue_formatted_address,scope,rank,local_rank,aviation_rank,phq_attendance,state,cancelled,postponed,deleted_reason,first_seen,place_hierarchies,private,brand_safe
DWtP7sPqrLrCwTWd52,,,,2022-11-15T00:48:33Z,Pond,"concert,music",concerts,,2022-12-13T04:00:00Z,2022-12-13T04:00:00Z,,America/Los_Angeles,0,US,45.518988,-122.6520524,"{""geometry"": {""coordinates"": [-122.6520524, 45.518988], ""type"": ""Point""}}",@5xc-jxm-hkf,,336daHL9aTzJADYiimww2zB,Revolution Hall,"110 1300 Southeast Stark Street
Portland, OR 97214
United States of America",locality,44,62,0,477,active,,,,2022-06-24T01:48:53Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4PDXACua9NCeYfX2QC,,,,2022-10-31T00:16:26Z,Kaitlyn Aurelia Smith,"concert,music",concerts,,2022-12-09T05:00:00Z,2022-12-09T05:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,36,54,0,199,active,,,,2022-07-08T22:34:37Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
3JMUtWKArQ558BdN89,,,,2022-11-14T18:20:37Z,Skullcrusher,"concert,music",concerts,,2022-12-04T04:00:00Z,2022-12-04T04:00:00Z,,America/Los_Angeles,0,US,45.5620804,-122.6737594,"{""geometry"": {""coordinates"": [-122.6737594, 45.5620804], ""type"": ""Point""}}",22d-222@5xc-jv5-nnq,,33fzZrGNYbaPDW9DrvfAFtr,Polaris Hall,"635 N Killingsworth Ct
Portland, OR 97217
United States of America",locality,39,58,,268,active,,,,2022-07-21T22:31:43Z,"6295630>6255149>6252001>5744337>5742126>5745705,6295630>6255149>6252001>5744337>5742126>5746545",False,True
8Qrr44RmixFnjstGJp,,,,2022-11-14T18:17:44Z,Disq,"concert,music",concerts,,2022-12-06T04:00:00Z,2022-12-06T04:00:00Z,,America/Los_Angeles,0,US,45.5620804,-122.6737594,"{""geometry"": {""coordinates"": [-122.6737594, 45.5620804], ""type"": ""Point""}}",22d-222@5xc-jv5-nnq,,33fzZrGNYbaPDW9DrvfAFtr,Polaris Hall,"635 N Killingsworth Ct
Portland, OR 97217
United States of America",locality,35,54,,183,active,,,,2022-07-21T22:31:43Z,"6295630>6255149>6252001>5744337>5742126>5745705,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4e5kHxNvSwbfvjNtfa,,,,2022-10-29T20:09:45Z,Jessica Audiffred,"concert,music",concerts,,2022-12-02T18:00:00Z,2022-12-02T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,35,52,,183,active,,,,2022-07-21T22:33:21Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
HogDy5nnbM9Gf3avG5,,,,2022-10-24T02:02:11Z,Red Bird and The Colin Trio,"concert,music",concerts,,2023-01-15T03:00:00Z,2023-01-15T03:00:00Z,,America/Los_Angeles,0,US,45.558948,-122.6347238,"{""geometry"": {""coordinates"": [-122.6347238, 45.558948], ""type"": ""Point""}}",zzw-223@5xc-jv3-tqf,,ymiWKG7C7RJbHPihu3yL8u,Alberta Rose Theatre,"3000 Northeast Alberta Street
Portland, OR 97211
United States of America",locality,37,56,0,224,active,,,,2022-07-21T22:33:21Z,"6295630>6255149>6252001>5744337>5742126>5710746,6295630>6255149>6252001>5744337>5742126>5746545",False,True
E3L8NCepN8bk3fFeGj,,,,2022-10-31T03:06:34Z,Esther Povitsky,"entertainment,performing-arts",performing-arts,,2022-12-05T04:00:00Z,2022-12-05T04:00:00Z,,America/Los_Angeles,0,US,45.5008089,-122.6545459,"{""geometry"": {""coordinates"": [-122.6545459, 45.5008089], ""type"": ""Point""}}",223-222@5xc-jwt-9fz,,wecGRF3Wj64mXG397HtXEt,Aladdin Theater,"3017 Southeast Milwaukie Avenue
Portland, OR 97202
United States of America",locality,41,61,0,374,active,,,,2022-07-24T03:11:55Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
795vQNFRVQvxhRWfsi,,,,2022-10-20T12:29:24Z,Junior Boys,"concert,music",concerts,,2023-01-23T04:00:00Z,2023-01-23T04:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,39,53,0,275,active,,,,2022-07-28T00:36:19Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
BhPctmsDFwagCXQcKN,,,,2022-10-22T00:37:12Z,Sorry,"concert,music",concerts,,2022-11-30T05:00:00Z,2022-11-30T05:00:00Z,,America/Los_Angeles,0,US,45.5226309,-122.6569033,"{""geometry"": {""coordinates"": [-122.6569033, 45.5226309], ""type"": ""Point""}}",228-223@5xc-jv7-hbk,,SKPCufCKqzGVsQTV6kYgwV,Doug Fir Lounge,"830 East Burnside Street
Portland, OR 97214
United States of America",locality,36,54,0,200,active,,,,2022-08-03T00:26:00Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
5iqDLtr9gEqTaVaybx,,,,2022-10-24T01:20:07Z,Kai Wachi and Hairitage,"concert,music",concerts,,2022-12-03T18:00:00Z,2022-12-03T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,38,55,,259,active,,,,2022-08-05T22:32:05Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
J7UQXyCrG52mw9j7K8,,,,2022-11-17T12:10:57Z,Twin Tribes,"concert,music",concerts,,2022-12-11T05:00:00Z,2022-12-11T05:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,36,50,0,195,active,,,,2022-08-05T22:33:00Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
7iCkwJfNkqNBewNnJo,,,,2022-10-31T02:05:23Z,Eric John Kaiser,"concert,music",concerts,,2022-12-16T03:00:00Z,2022-12-16T03:00:00Z,,America/Los_Angeles,0,US,45.4290413,-122.7739573,"{""geometry"": {""coordinates"": [-122.7739573, 45.4290413], ""type"": ""Point""}}",zzw-222@5xc-kjq-r8v,,gcJKSdQytY4GuNwA4SYy8Q,Cooper Mountain Ale Works,"Tigard
United States of America",locality,43,66,,466,active,,,,2022-08-08T22:33:36Z,"6295630>6255149>6252001>5744337>5759333>5756758,6295630>6255149>6252001>5744337>5742126>5746545",False,True
DWxs8sXjuwT5Ktcaud,,,,2022-10-31T03:16:45Z,Eric John Kaiser,"concert,music",concerts,,2023-01-13T03:00:00Z,2023-01-13T03:00:00Z,,America/Los_Angeles,0,US,45.4290413,-122.7739573,"{""geometry"": {""coordinates"": [-122.7739573, 45.4290413], ""type"": ""Point""}}",zzw-222@5xc-kjq-r8v,,gcJKSdQytY4GuNwA4SYy8Q,Cooper Mountain Ale Works,"Tigard
United States of America",locality,43,66,,466,active,,,,2022-08-08T22:33:42Z,"6295630>6255149>6252001>5744337>5759333>5756758,6295630>6255149>6252001>5744337>5742126>5746545",False,True
F4XfxG6SznsnWRZLAH,,,,2022-10-26T01:54:31Z,Ghost Light,"entertainment,performing-arts",performing-arts,,2022-12-11T04:00:00Z,2022-12-11T04:00:00Z,,America/Los_Angeles,0,US,45.518988,-122.6520524,"{""geometry"": {""coordinates"": [-122.6520524, 45.518988], ""type"": ""Point""}}",@5xc-jxm-hkf,,336daHL9aTzJADYiimww2zB,Revolution Hall,"110 1300 Southeast Stark Street
Portland, OR 97214
United States of America",locality,42,61,0,412,active,,,,2022-08-09T22:32:09Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
FXMQj8Y2LmvfyHXKwL,,,,2022-10-21T03:06:06Z,Blunts & Blondes,"concert,music",concerts,,2022-12-16T18:00:00Z,2022-12-16T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,35,52,,183,active,,,,2022-08-11T22:33:17Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
8sR85AcNWvBmastimD,,,,2022-10-21T00:48:46Z,Blunts & Blondes and Yookie,"concert,music",concerts,,2022-12-17T18:00:00Z,2022-12-17T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,38,55,,259,active,,,,2022-08-11T22:33:30Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
GjTF2yVCNhQpjApgQs,,,,2022-11-10T18:22:16Z,The Rare Occasions,"concert,music",concerts,,2022-12-10T04:00:00Z,2022-12-10T04:00:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,44,62,0,480,active,,,,2022-08-16T22:24:50Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
AhJKnAeCAvJh3N2aFj,,,,2022-10-21T03:06:23Z,Blunts & Blondes,"concert,music",concerts,,2022-12-17T06:00:00Z,2022-12-17T06:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,38,55,,266,active,,,,2022-08-17T00:47:27Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
GBNGmTy6kZrHc7nsia,,,,2022-10-20T12:32:14Z,Skegss,"concert,music",concerts,,2023-02-26T03:00:00Z,2023-02-26T03:00:00Z,,America/Los_Angeles,0,US,45.518988,-122.6520524,"{""geometry"": {""coordinates"": [-122.6520524, 45.518988], ""type"": ""Point""}}",@5xc-jxm-hkf,,336daHL9aTzJADYiimww2zB,Revolution Hall,"110 1300 Southeast Stark Street
Portland, OR 97214
United States of America",locality,41,59,0,357,active,,,,2022-08-20T18:24:41Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4eFV3g6fk9oYeyfqWC,,,,2022-10-31T03:15:57Z,Kevin Bozeman,"entertainment,performing-arts",performing-arts,,2022-12-04T03:30:00Z,2022-12-04T03:30:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,37,56,0,228,active,,,,2022-08-21T01:16:41Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
9u93Y7N9sUH6dc65WA,,,,2022-10-31T02:00:33Z,John Bunzow and Rich Layton & Tough Town,"concert,music",concerts,,2022-12-10T03:30:00Z,2022-12-10T03:30:00Z,,America/Los_Angeles,0,US,45.540796,-122.675442,"{""geometry"": {""coordinates"": [-122.675442, 45.540796], ""type"": ""Point""}}",@5xc-jtz-575,,39cGbHZqTCcgx73cVbFqVCD,McMenamins White Eagle Saloon & Hotel,"Portland, OR 97227
United States of America",locality,36,54,0,200,active,,,,2022-08-21T02:48:07Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
CRZiGtNN8UNSnCoQGL,,,,2022-11-16T12:21:36Z,Shawn Colvin,"concert,music",concerts,,2023-01-30T04:00:00Z,2023-01-30T04:00:00Z,,America/Los_Angeles,0,US,45.518988,-122.6520524,"{""geometry"": {""coordinates"": [-122.6520524, 45.518988], ""type"": ""Point""}}",@5xc-jxm-hkf,,336daHL9aTzJADYiimww2zB,Revolution Hall,"110 1300 Southeast Stark Street
Portland, OR 97214
United States of America",locality,44,62,0,476,active,,,,2022-08-31T22:32:54Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
3ysFka6BvuGWXjnLvL,,,,2022-09-21T03:08:49Z,Claudio Simonettis Goblin,"concert,music",concerts,,2022-12-04T02:00:00Z,2022-12-04T02:00:00Z,,America/Los_Angeles,0,US,45.5354248,-122.620631,"{""geometry"": {""coordinates"": [-122.620631, 45.5354248], ""type"": ""Point""}}",,,scCkp8iKwrP5MjQF8Va66c,Hollywood Theatre,"4122 Northeast Sandy Boulevard
Portland, OR 97212
United States of America",locality,37,56,,217,active,,,,2022-09-01T00:25:34Z,"6295630>6255149>6252001>5744337>5742126>5731650,6295630>6255149>6252001>5744337>5742126>5746545",False,True
7ZmjPwAtFuAVz25Lfz,,,,2022-09-21T02:38:27Z,Claudio Simonettis Goblin,"concert,music",concerts,,2022-12-03T02:00:00Z,2022-12-03T02:00:00Z,,America/Los_Angeles,0,US,45.5354248,-122.620631,"{""geometry"": {""coordinates"": [-122.620631, 45.5354248], ""type"": ""Point""}}",,,scCkp8iKwrP5MjQF8Va66c,Hollywood Theatre,"4122 Northeast Sandy Boulevard
Portland, OR 97212
United States of America",locality,37,56,,217,active,,,,2022-09-01T00:31:35Z,"6295630>6255149>6252001>5744337>5742126>5731650,6295630>6255149>6252001>5744337>5742126>5746545",False,True
9RvmASc3RQ4SNLLy3N,,,,2022-11-12T00:31:51Z,Squirrel Nut Zippers,"concert,music",concerts,,2022-12-05T04:30:00Z,2022-12-05T04:30:00Z,,America/Los_Angeles,0,US,45.5406738,-122.6634791,"{""geometry"": {""coordinates"": [-122.6634791, 45.5406738], ""type"": ""Point""}}",222-223@5xc-jtz-hwk,,eWFA8vPbXELBYTmF2BWL7P,Wonder Ballroom,"128 Northeast Russell Street
Portland, OR 97212
United States of America",locality,43,61,0,438,active,,,,2022-09-02T18:23:43Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
EBEHu3swAzphpnLAvP,,,,2022-10-31T02:15:40Z,CUMBIALANDIA featuring Cumbiamba Navideňa,"concert,music",concerts,CumbialandiaDoors: 7:00pm // Dance Lessons: 7:30pm // Ages 21+$20 adv // $25 day of show. +Dance lessons with Cumbia Libre,2022-12-24T04:00:00Z,2022-12-24T04:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,44,59,0,500,active,,,,2022-09-03T00:29:05Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
HcB6kW2wZAYrtMmZtT,,,,2022-10-31T02:29:00Z,Garcia Birthday Band,"concert,music",concerts,,2022-12-04T05:00:00Z,2022-12-04T05:00:00Z,,America/Los_Angeles,0,US,45.523364,-122.6765629,"{""geometry"": {""coordinates"": [-122.6765629, 45.523364], ""type"": ""Point""}}",226-222@5xc-jv7-8vz,,79RRrifvEVyq7KJsKFBuLh,Star Theater Portland,"13 Northwest 6th Avenue
Portland, OR 97209
United States of America",locality,40,55,0,330,active,,,,2022-09-03T22:28:26Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
66SfUkhfogzBJGrHVF,,,,2022-10-31T02:39:32Z,New Rory & Mal Podcast,"entertainment,performing-arts",performing-arts,,2022-12-12T04:00:00Z,2022-12-12T04:00:00Z,,America/Los_Angeles,0,US,45.5008089,-122.6545459,"{""geometry"": {""coordinates"": [-122.6545459, 45.5008089], ""type"": ""Point""}}",223-222@5xc-jwt-9fz,,wecGRF3Wj64mXG397HtXEt,Aladdin Theater,"3017 Southeast Milwaukie Avenue
Portland, OR 97202
United States of America",locality,41,61,0,374,active,,,,2022-09-09T00:51:39Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
4dfRVgXrxTJgJRbZut,,,,2022-10-31T02:10:14Z,MONEY GU(n)S and Sandy Split,"concert,music",concerts,,2022-12-17T02:00:00Z,2022-12-17T02:00:00Z,,America/Los_Angeles,0,US,45.540796,-122.675442,"{""geometry"": {""coordinates"": [-122.675442, 45.540796], ""type"": ""Point""}}",@5xc-jtz-575,,39cGbHZqTCcgx73cVbFqVCD,McMenamins White Eagle Saloon & Hotel,"Portland, OR 97227
United States of America",locality,36,54,0,200,active,,,,2022-09-11T02:58:59Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
65eFsnGYz9Zfn9nGfi,,,,2022-11-23T22:22:45Z,"Buku, G-REX, and Kumarion","concert,music",concerts,,2023-02-03T18:00:00Z,2023-02-03T18:00:00Z,,America/Los_Angeles,0,US,45.5205209,-122.663075,"{""geometry"": {""coordinates"": [-122.663075, 45.5205209], ""type"": ""Point""}}",227-222@5xc-jv7-gx5,,Tq6AbwbkgrPShyDmBTBd4k,45 East,"315 Southeast 3rd Avenue
Portland, OR 97214
United States of America",locality,39,56,,291,active,,,,2022-09-14T22:22:01Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
CwgAKVSQZuQ4XLiENm,,,,2022-10-26T18:10:09Z,El Ten Eleven,"concert,music",concerts,,2022-12-09T03:00:00Z,2022-12-09T03:00:00Z,,America/Los_Angeles,0,US,45.5406738,-122.6634791,"{""geometry"": {""coordinates"": [-122.6634791, 45.5406738], ""type"": ""Point""}}",222-223@5xc-jtz-hwk,,eWFA8vPbXELBYTmF2BWL7P,Wonder Ballroom,"128 Northeast Russell Street
Portland, OR 97212
United States of America",locality,41,60,0,369,active,,,,2022-09-15T18:16:37Z,"6295630>6255149>6252001>5744337>5742126>5733129,6295630>6255149>6252001>5744337>5742126>5746545",False,True
GoqfhPXyA2udMkaGWK,,,,2022-11-08T06:31:02Z,"Pallbearer, Bell Witch, and Aerial Ruin","concert,music",concerts,,2022-12-09T04:00:00Z,2022-12-09T04:00:00Z,,America/Los_Angeles,0,US,45.5229642,-122.6737152,"{""geometry"": {""coordinates"": [-122.6737152, 45.5229642], ""type"": ""Point""}}",226-222@5xc-jv7-dvz,,qAKzzRGN9Xd3FbUpAaPEeV,Dante's,"350 West Burnside Street
Portland, OR 97209
United States of America",locality,38,53,0,246,active,,,,2022-09-15T22:24:22Z,6295630>6255149>6252001>5744337>5742126>5746545,False,True
eMNqaG7KxWTneEiwET,,,,2022-10-31T03:16:25Z,The Rock and Roll Playhouse and Holiday Party,"concert,music",concerts,,2022-12-18T22:00:00Z,2022-12-18T22:00:00Z,,America/Los_Angeles,0,US,45.5265582,-122.6489965,"{""geometry"": {""coordinates"": [-122.6489965, 45.5265582], ""type"": ""Point""}}",225-223@5xc-jv9-35z,,TqmPDunmAJP2XpD9SpLSak,McMenamins Mission Theatre,"1624 NW Glison
Portland, OR 97209
United States of America",locality,44,62,0,480,active,,,,2022-09-15T22:24:23Z,"6295630>6255149>6252001>5744337>5742126>5724937,6295630>6255149>6252001>5744337>5742126>5746545",False,True
